"","Area","Element","Item","Value"
"2987","WESTERN EUROPE","Export Quantity","MDF/HDF",5733
"2988","WESTERN EUROPE","Production","Other fibreboard",2540
"2989","WESTERN EUROPE","Import Quantity","Other fibreboard",103463
"2990","WESTERN EUROPE","Export Quantity","Other fibreboard",1020
"2991","WESTERN EUROPE","Production","Wood pulp",4830
"2992","WESTERN EUROPE","Import Quantity","Wood pulp",5499
"2995","WESTERN EUROPE","Import Quantity","Wood pulp",1105
"2996","WESTERN EUROPE","Export Quantity","Wood pulp",1
"2998","WESTERN EUROPE","Import Quantity","Wood pulp",47706
"2999","WESTERN EUROPE","Export Quantity","Wood pulp",1542
"3004","WESTERN EUROPE","Import Quantity","Wood pulp",43875
"3005","WESTERN EUROPE","Export Quantity","Wood pulp",1507
"3007","WESTERN EUROPE","Import Quantity","Wood pulp",7
"3008","WESTERN EUROPE","Export Quantity","Wood pulp",16
"3010","WESTERN EUROPE","Import Quantity","Wood pulp",3824
"3011","WESTERN EUROPE","Export Quantity","Wood pulp",19
"3013","WESTERN EUROPE","Import Quantity","Wood pulp",1
"3016","WESTERN EUROPE","Import Quantity","Pulp from fibres other than wood",11800
"3017","WESTERN EUROPE","Export Quantity","Pulp from fibres other than wood",26800
"3018","WESTERN EUROPE","Production","Paper",619050
"3019","WESTERN EUROPE","Import Quantity","Paper",58139
"3020","WESTERN EUROPE","Export Quantity","Paper",600668
"3022","WESTERN EUROPE","Import Quantity","Newsprint",107013
"3023","WESTERN EUROPE","Export Quantity","Newsprint",6897
"3024","WESTERN EUROPE","Production","Paper",36000
"3025","WESTERN EUROPE","Import Quantity","Paper",278204
"3026","WESTERN EUROPE","Export Quantity","Paper",12963
"3027","WESTERN EUROPE","Production","Paper",5000
"3028","WESTERN EUROPE","Import Quantity","Paper",20433
"3029","WESTERN EUROPE","Export Quantity","Paper",563
"3030","WESTERN EUROPE","Production","Paper",31000
"3031","WESTERN EUROPE","Import Quantity","Paper",59019
"3032","WESTERN EUROPE","Export Quantity","Paper",4548
"3034","WESTERN EUROPE","Import Quantity","Paper",198752
"3035","WESTERN EUROPE","Export Quantity","Paper",7852
"3036","WESTERN EUROPE","Production","Paper",111000
"3037","WESTERN EUROPE","Import Quantity","Paper",487850
"3038","WESTERN EUROPE","Export Quantity","Paper",96136
"3040","WESTERN EUROPE","Import Quantity","Paper",3483
"3041","WESTERN EUROPE","Export Quantity","Paper",750
"3042","WESTERN EUROPE","Production","Paper",107000
"3043","WESTERN EUROPE","Import Quantity","Paper",478662
"3044","WESTERN EUROPE","Export Quantity","Paper",94536
"3045","WESTERN EUROPE","Production","Case materials",23000
"3046","WESTERN EUROPE","Import Quantity","Case materials",259200
"3047","WESTERN EUROPE","Export Quantity","Case materials",5976
"3048","WESTERN EUROPE","Production","Cartonboard",24000
"3049","WESTERN EUROPE","Import Quantity","Cartonboard",113004
"3050","WESTERN EUROPE","Export Quantity","Cartonboard",33457
"3051","WESTERN EUROPE","Production","Paper",14000
"3052","WESTERN EUROPE","Import Quantity","Paper",90999
"3053","WESTERN EUROPE","Export Quantity","Paper",38465
"3054","WESTERN EUROPE","Production","Paper",46000
"3055","WESTERN EUROPE","Import Quantity","Paper",15459
"3056","WESTERN EUROPE","Export Quantity","Paper",16638
"3057","WESTERN EUROPE","Production","Paper",4000
"3058","WESTERN EUROPE","Import Quantity","Paper",5705
"3059","WESTERN EUROPE","Export Quantity","Paper",850
"3061","SUB-SAHARAN AFRICA","Production","Wood fuel",389739
"3062","SUB-SAHARAN AFRICA","Import Quantity","Wood fuel",76
"3063","SUB-SAHARAN AFRICA","Export Quantity","Wood fuel",1256
"3064","SUB-SAHARAN AFRICA","Import Quantity","Roundwood",849
"3066","SUB-SAHARAN AFRICA","Import Quantity","Roundwood",18
"3067","SUB-SAHARAN AFRICA","Import Quantity","Roundwood",261
"3069","SUB-SAHARAN AFRICA","Production","Wood fuel",52667
"3070","SUB-SAHARAN AFRICA","Import Quantity","Wood fuel",4
"3071","SUB-SAHARAN AFRICA","Export Quantity","Wood fuel",14975
"3072","SUB-SAHARAN AFRICA","Import Quantity","Wood chips and particles",551
"3073","SUB-SAHARAN AFRICA","Export Quantity","Wood chips and particles",51
"3074","SUB-SAHARAN AFRICA","Import Quantity","Wood residues",7
"3075","SUB-SAHARAN AFRICA","Export Quantity","Wood residues",16
"3076","SUB-SAHARAN AFRICA","Import Quantity","Sawnwood",5669
"3077","SUB-SAHARAN AFRICA","Export Quantity","Sawnwood",108
"3078","SUB-SAHARAN AFRICA","Import Quantity","Sawnwood",16
"3079","SUB-SAHARAN AFRICA","Export Quantity","Sawnwood",14
"3080","SUB-SAHARAN AFRICA","Import Quantity","Veneer sheets",107
"3081","SUB-SAHARAN AFRICA","Export Quantity","Veneer sheets",4
"3082","SUB-SAHARAN AFRICA","Import Quantity","Plywood",14615
"3083","SUB-SAHARAN AFRICA","Export Quantity","Plywood",25
"3085","SUB-SAHARAN AFRICA","Export Quantity","Particle board",1
"3086","SUB-SAHARAN AFRICA","Import Quantity","OSB",111
"3087","SUB-SAHARAN AFRICA","Import Quantity","Hardboard",1655
"3088","SUB-SAHARAN AFRICA","Export Quantity","Hardboard",23
"3089","SUB-SAHARAN AFRICA","Import Quantity","MDF/HDF",22742
"3090","SUB-SAHARAN AFRICA","Import Quantity","Other fibreboard",306
"3091","SUB-SAHARAN AFRICA","Import Quantity","Wood pulp",300
"3092","SUB-SAHARAN AFRICA","Import Quantity","Wood pulp",9378
"3093","SUB-SAHARAN AFRICA","Export Quantity","Wood pulp",18
"3094","SUB-SAHARAN AFRICA","Import Quantity","Wood pulp",1
"3095","SUB-SAHARAN AFRICA","Import Quantity","Wood pulp",9377
"3097","SUB-SAHARAN AFRICA","Export Quantity","Wood pulp",18
"3098","SUB-SAHARAN AFRICA","Import Quantity","Pulp from fibres other than wood",12
"3099","SUB-SAHARAN AFRICA","Import Quantity","Paper",1413
"3100","SUB-SAHARAN AFRICA","Export Quantity","Paper",34
"3101","SUB-SAHARAN AFRICA","Import Quantity","Newsprint",114
"3102","SUB-SAHARAN AFRICA","Import Quantity","Paper",22049
"3103","SUB-SAHARAN AFRICA","Export Quantity","Paper",101
"3104","SUB-SAHARAN AFRICA","Import Quantity","Paper",923
"3105","SUB-SAHARAN AFRICA","Import Quantity","Paper",16711
"3106","SUB-SAHARAN AFRICA","Export Quantity","Paper",84
"3107","SUB-SAHARAN AFRICA","Import Quantity","Paper",4415
"3108","SUB-SAHARAN AFRICA","Export Quantity","Paper",17
"3109","SUB-SAHARAN AFRICA","Import Quantity","Paper",9848
"3110","SUB-SAHARAN AFRICA","Export Quantity","Paper",120
"3111","SUB-SAHARAN AFRICA","Import Quantity","Paper",891
"3112","SUB-SAHARAN AFRICA","Export Quantity","Paper",15
"3113","SUB-SAHARAN AFRICA","Import Quantity","Paper",8173
"3114","SUB-SAHARAN AFRICA","Export Quantity","Paper",101
"3115","SUB-SAHARAN AFRICA","Import Quantity","Case materials",2107
"3116","SUB-SAHARAN AFRICA","Import Quantity","Cartonboard",3128
"3117","SUB-SAHARAN AFRICA","Export Quantity","Cartonboard",65
"3118","SUB-SAHARAN AFRICA","Import Quantity","Paper",2852
"3119","SUB-SAHARAN AFRICA","Export Quantity","Paper",36
"3120","SUB-SAHARAN AFRICA","Import Quantity","Paper",86
"3121","SUB-SAHARAN AFRICA","Import Quantity","Paper",784
"3122","SUB-SAHARAN AFRICA","Export Quantity","Paper",4
"3124","LATIN AMER. & CARIB","Production","Wood fuel",7490
"3125","LATIN AMER. & CARIB","Import Quantity","Wood fuel",38
"3126","LATIN AMER. & CARIB","Export Quantity","Wood fuel",24
"3127","LATIN AMER. & CARIB","Import Quantity","Roundwood",67
"3128","LATIN AMER. & CARIB","Export Quantity","Roundwood",94
"3129","LATIN AMER. & CARIB","Import Quantity","Roundwood",26
"3130","LATIN AMER. & CARIB","Export Quantity","Roundwood",8
"3131","LATIN AMER. & CARIB","Import Quantity","Roundwood",307
"3132","LATIN AMER. & CARIB","Export Quantity","Roundwood",21
"3133","LATIN AMER. & CARIB","Production","Wood fuel",234
"3134","LATIN AMER. & CARIB","Import Quantity","Wood fuel",1
"3135","LATIN AMER. & CARIB","Export Quantity","Wood fuel",42
"3136","LATIN AMER. & CARIB","Import Quantity","Wood chips and particles",784
"3137","LATIN AMER. & CARIB","Import Quantity","Wood residues",10
"3138","LATIN AMER. & CARIB","Export Quantity","Wood residues",94
"3139","LATIN AMER. & CARIB","Import Quantity","Sawnwood",3685
"3140","LATIN AMER. & CARIB","Export Quantity","Sawnwood",202
"3142","LATIN AMER. & CARIB","Import Quantity","Sawnwood",580
"3143","LATIN AMER. & CARIB","Export Quantity","Sawnwood",3
"3144","LATIN AMER. & CARIB","Import Quantity","Veneer sheets",6
"3145","LATIN AMER. & CARIB","Export Quantity","Veneer sheets",418
"3146","LATIN AMER. & CARIB","Import Quantity","Plywood",1356
"3147","LATIN AMER. & CARIB","Export Quantity","Plywood",9
"3148","LATIN AMER. & CARIB","Import Quantity","Particle board",5
"3149","LATIN AMER. & CARIB","Export Quantity","Particle board",1
"3151","LATIN AMER. & CARIB","Import Quantity","Hardboard",13
"3152","LATIN AMER. & CARIB","Export Quantity","Hardboard",18
"3153","LATIN AMER. & CARIB","Import Quantity","MDF/HDF",9
"3154","LATIN AMER. & CARIB","Export Quantity","MDF/HDF",109
"3155","LATIN AMER. & CARIB","Import Quantity","Other fibreboard",4
"3156","LATIN AMER. & CARIB","Export Quantity","Other fibreboard",6
"3157","LATIN AMER. & CARIB","Import Quantity","Wood pulp",31
"3158","LATIN AMER. & CARIB","Export Quantity","Wood pulp",3
"3160","LATIN AMER. & CARIB","Export Quantity","Wood pulp",1
"3161","LATIN AMER. & CARIB","Import Quantity","Wood pulp",31
"3162","LATIN AMER. & CARIB","Export Quantity","Wood pulp",2
"3163","LATIN AMER. & CARIB","Import Quantity","Pulp from fibres other than wood",48
"3164","LATIN AMER. & CARIB","Import Quantity","Paper",4
"3165","LATIN AMER. & CARIB","Export Quantity","Paper",45
"3166","LATIN AMER. & CARIB","Import Quantity","Newsprint",120
"3167","LATIN AMER. & CARIB","Export Quantity","Newsprint",135
"3168","LATIN AMER. & CARIB","Import Quantity","Paper",133
"3169","LATIN AMER. & CARIB","Export Quantity","Paper",33
"3170","LATIN AMER. & CARIB","Import Quantity","Paper",3
"3171","LATIN AMER. & CARIB","Export Quantity","Paper",7
"3172","LATIN AMER. & CARIB","Import Quantity","Paper",60
"3173","LATIN AMER. & CARIB","Export Quantity","Paper",25
"3174","LATIN AMER. & CARIB","Import Quantity","Paper",70
"3175","LATIN AMER. & CARIB","Export Quantity","Paper",1
"3176","LATIN AMER. & CARIB","Import Quantity","Paper",418
"3177","LATIN AMER. & CARIB","Export Quantity","Paper",240
"3178","LATIN AMER. & CARIB","Import Quantity","Paper",6
"3179","LATIN AMER. & CARIB","Export Quantity","Paper",13
"3180","LATIN AMER. & CARIB","Import Quantity","Paper",345
"3181","LATIN AMER. & CARIB","Export Quantity","Paper",201
"3182","LATIN AMER. & CARIB","Import Quantity","Case materials",105
"3183","LATIN AMER. & CARIB","Export Quantity","Case materials",84
"3184","LATIN AMER. & CARIB","Import Quantity","Cartonboard",23
"3185","LATIN AMER. & CARIB","Export Quantity","Cartonboard",6
"3186","LATIN AMER. & CARIB","Import Quantity","Paper",149
"3187","LATIN AMER. & CARIB","Export Quantity","Paper",111
"3188","LATIN AMER. & CARIB","Import Quantity","Paper",68
"3189","LATIN AMER. & CARIB","Import Quantity","Paper",67
"3190","LATIN AMER. & CARIB","Export Quantity","Paper",26
"3192","LATIN AMER. & CARIB","Production","Wood fuel",956347
"3193","LATIN AMER. & CARIB","Import Quantity","Wood fuel",82
"3194","LATIN AMER. & CARIB","Export Quantity","Wood fuel",38
"3195","LATIN AMER. & CARIB","Import Quantity","Roundwood",113327
"3196","LATIN AMER. & CARIB","Export Quantity","Roundwood",813
"3197","LATIN AMER. & CARIB","Import Quantity","Roundwood",16550
"3198","LATIN AMER. & CARIB","Export Quantity","Roundwood",444
"3199","LATIN AMER. & CARIB","Import Quantity","Roundwood",6908
"3200","LATIN AMER. & CARIB","Export Quantity","Roundwood",1196
"3201","LATIN AMER. & CARIB","Production","Sawlogs and veneer logs",37000
"3202","LATIN AMER. & CARIB","Production","Sawlogs and veneer logs",14000
"3205","LATIN AMER. & CARIB","Production","Wood fuel",18960
"3206","LATIN AMER. & CARIB","Import Quantity","Wood fuel",465
"3207","LATIN AMER. & CARIB","Export Quantity","Wood fuel",2205
"3208","LATIN AMER. & CARIB","Import Quantity","Wood chips and particles",14
"3209","LATIN AMER. & CARIB","Export Quantity","Wood chips and particles",1
"3210","LATIN AMER. & CARIB","Import Quantity","Wood residues",1868
"3212","LATIN AMER. & CARIB","Import Quantity","Wood fuel",750
"3213","LATIN AMER. & CARIB","Production","Sawnwood",19000
"3214","LATIN AMER. & CARIB","Import Quantity","Sawnwood",89264
"3215","LATIN AMER. & CARIB","Export Quantity","Sawnwood",1151
"3216","LATIN AMER. & CARIB","Production","Sawnwood",7000
"3217","LATIN AMER. & CARIB","Import Quantity","Sawnwood",31771
"3218","LATIN AMER. & CARIB","Export Quantity","Sawnwood",320
"3219","LATIN AMER. & CARIB","Import Quantity","Veneer sheets",602
"3220","LATIN AMER. & CARIB","Export Quantity","Veneer sheets",11
"3221","LATIN AMER. & CARIB","Import Quantity","Plywood",20934
"3222","LATIN AMER. & CARIB","Export Quantity","Plywood",221
"3223","LATIN AMER. & CARIB","Import Quantity","Particle board",1000
"3224","LATIN AMER. & CARIB","Export Quantity","Particle board",2
"3225","LATIN AMER. & CARIB","Import Quantity","OSB",1030
"3226","LATIN AMER. & CARIB","Import Quantity","Hardboard",1628
"3227","LATIN AMER. & CARIB","Export Quantity","Hardboard",1036
"3228","LATIN AMER. & CARIB","Import Quantity","MDF/HDF",7270
"3229","LATIN AMER. & CARIB","Export Quantity","MDF/HDF",13
"3230","LATIN AMER. & CARIB","Import Quantity","Other fibreboard",337
"3231","LATIN AMER. & CARIB","Export Quantity","Other fibreboard",7
"3232","LATIN AMER. & CARIB","Import Quantity","Wood pulp",145
"3233","LATIN AMER. & CARIB","Import Quantity","Wood pulp",268
"3234","LATIN AMER. & CARIB","Import Quantity","Wood pulp",10721
"3235","LATIN AMER. & CARIB","Export Quantity","Wood pulp",5
"3237","LATIN AMER. & CARIB","Import Quantity","Wood pulp",10708
"3238","LATIN AMER. & CARIB","Export Quantity","Wood pulp",5
"3239","LATIN AMER. & CARIB","Import Quantity","Wood pulp",8
"3240","LATIN AMER. & CARIB","Import Quantity","Wood pulp",5
"3241","LATIN AMER. & CARIB","Import Quantity","Wood pulp",2110
"3242","LATIN AMER. & CARIB","Export Quantity","Wood pulp",7
"3243","LATIN AMER. & CARIB","Production","Paper",110000
"3244","LATIN AMER. & CARIB","Import Quantity","Paper",6139
"3245","LATIN AMER. & CARIB","Export Quantity","Paper",98966
"3246","LATIN AMER. & CARIB","Import Quantity","Newsprint",20525
"3247","LATIN AMER. & CARIB","Export Quantity","Newsprint",580
"3248","LATIN AMER. & CARIB","Production","Paper",10000
"3249","LATIN AMER. & CARIB","Import Quantity","Paper",69067
"3250","LATIN AMER. & CARIB","Export Quantity","Paper",3400
"3251","LATIN AMER. & CARIB","Import Quantity","Paper",3826
"3252","LATIN AMER. & CARIB","Export Quantity","Paper",29
"3253","LATIN AMER. & CARIB","Import Quantity","Paper",43761
"3254","LATIN AMER. & CARIB","Export Quantity","Paper",3284
"3255","LATIN AMER. & CARIB","Import Quantity","Paper",21480
"3256","LATIN AMER. & CARIB","Export Quantity","Paper",87
"3257","LATIN AMER. & CARIB","Production","Paper",120000
"3258","LATIN AMER. & CARIB","Import Quantity","Paper",170002
"3259","LATIN AMER. & CARIB","Export Quantity","Paper",12598
"3260","LATIN AMER. & CARIB","Production","Paper",62000
"3261","LATIN AMER. & CARIB","Import Quantity","Paper",7262
"3262","LATIN AMER. & CARIB","Export Quantity","Paper",72
"3263","LATIN AMER. & CARIB","Production","Paper",58000
"3264","LATIN AMER. & CARIB","Import Quantity","Paper",154769
"3265","LATIN AMER. & CARIB","Export Quantity","Paper",12271
"3266","LATIN AMER. & CARIB","Import Quantity","Case materials",99952
"3267","LATIN AMER. & CARIB","Export Quantity","Case materials",99
"3268","LATIN AMER. & CARIB","Import Quantity","Cartonboard",24952
"3269","LATIN AMER. & CARIB","Export Quantity","Cartonboard",11878
"3270","LATIN AMER. & CARIB","Import Quantity","Paper",27865
"3271","LATIN AMER. & CARIB","Export Quantity","Paper",214
"3272","LATIN AMER. & CARIB","Import Quantity","Paper",2000
"3273","LATIN AMER. & CARIB","Export Quantity","Paper",80
"3274","LATIN AMER. & CARIB","Import Quantity","Paper",7971
"3275","LATIN AMER. & CARIB","Export Quantity","Paper",255
"3277","NORTHERN AFRICA","Production","Wood fuel",17769592
"3278","NORTHERN AFRICA","Import Quantity","Wood fuel",22
"3279","NORTHERN AFRICA","Export Quantity","Wood fuel",4158
"3280","NORTHERN AFRICA","Import Quantity","Roundwood",87243
"3281","NORTHERN AFRICA","Export Quantity","Roundwood",938
"3282","NORTHERN AFRICA","Import Quantity","Roundwood",90
"3283","NORTHERN AFRICA","Import Quantity","Roundwood",15000
"3284","NORTHERN AFRICA","Export Quantity","Roundwood",291
"3285","NORTHERN AFRICA","Production","Sawlogs and veneer logs",134000
"3286","NORTHERN AFRICA","Production","Roundwood",9000
"3287","NORTHERN AFRICA","Production","Roundwood",125000
"3288","NORTHERN AFRICA","Production","Wood fuel",1433938
"3289","NORTHERN AFRICA","Import Quantity","Wood fuel",683
"3290","NORTHERN AFRICA","Export Quantity","Wood fuel",73008
"3291","NORTHERN AFRICA","Production","Wood chips and particles",6750
"3292","NORTHERN AFRICA","Import Quantity","Wood chips and particles",124
"3293","NORTHERN AFRICA","Export Quantity","Wood chips and particles",1535
"3294","NORTHERN AFRICA","Import Quantity","Wood residues",482
"3295","NORTHERN AFRICA","Export Quantity","Wood residues",2662
"3296","NORTHERN AFRICA","Production","Wood fuel",25000
"3297","NORTHERN AFRICA","Export Quantity","Wood fuel",14967
"3298","NORTHERN AFRICA","Production","Sawnwood",11000
"3299","NORTHERN AFRICA","Import Quantity","Sawnwood",4439000
"3300","NORTHERN AFRICA","Export Quantity","Sawnwood",2
"3301","NORTHERN AFRICA","Production","Sawnwood",1000
"3302","NORTHERN AFRICA","Import Quantity","Sawnwood",567000
"3303","NORTHERN AFRICA","Export Quantity","Sawnwood",598
"3304","NORTHERN AFRICA","Production","Veneer sheets",7000
"3305","NORTHERN AFRICA","Import Quantity","Veneer sheets",10877
"3306","NORTHERN AFRICA","Export Quantity","Veneer sheets",193
"3307","NORTHERN AFRICA","Production","Plywood",28000
"3308","NORTHERN AFRICA","Import Quantity","Plywood",500990
"3309","NORTHERN AFRICA","Export Quantity","Plywood",1559
"3310","NORTHERN AFRICA","Production","Particle board",6300
"3311","NORTHERN AFRICA","Import Quantity","Particle board",47961
"3312","NORTHERN AFRICA","Export Quantity","Particle board",32
"3313","NORTHERN AFRICA","Import Quantity","OSB",13
"3314","NORTHERN AFRICA","Export Quantity","OSB",90
"3315","NORTHERN AFRICA","Import Quantity","Hardboard",15595
"3316","NORTHERN AFRICA","Export Quantity","Hardboard",8
"3317","NORTHERN AFRICA","Production","MDF/HDF",18000
"3318","NORTHERN AFRICA","Import Quantity","MDF/HDF",118272
"3319","NORTHERN AFRICA","Export Quantity","MDF/HDF",9183
"3321","NORTHERN AFRICA","Import Quantity","Other fibreboard",35045
"3322","NORTHERN AFRICA","Export Quantity","Other fibreboard",4587
"3323","NORTHERN AFRICA","Import Quantity","Wood pulp",5399
